order_item_id,order_id,product_id,quantity,unit_price,total_price
OI001172,O000144,P00087,4,235.39,941.56
OI001173,O001317,P00059,5,442.07,2210.35
OI001174,O001884,P00066,1,395.63,395.63
OI001175,O000664,P00062,3,112.59,337.77
OI001176,O000575,P00042,3,405.77,1217.31
OI001177,O001992,P00041,2,452.98,905.96
OI001178,O000433,P00076,2,416.88,833.76
OI001179,O001797,P00082,1,141.18,141.18
OI001180,O000241,P00075,4,309.84,1239.36
OI001181,O001560,P00027,5,374.33,1871.65
OI001182,O000937,P00034,1,104.39,104.39
OI001183,O000967,P00050,4,150.31,601.24
OI001184,O001923,P00075,5,318.71,1593.55
OI001185,O000812,P00053,2,124.02,248.04
OI001186,O001561,P00045,2,425.51,851.02
OI001187,O000342,P00039,2,92.71,185.42
OI001188,O000364,P00070,2,78.47,156.94
OI001189,O000422,P00045,5,369.78,1848.9
OI001190,O001784,P00059,4,231.87,927.48
OI001191,O001610,P00008,2,247.23,494.46
OI001192,O000275,P00064,1,429.72,429.72
OI001193,O001830,P00007,1,255.33,255.33
OI001194,O001300,P00011,1,427.89,427.89
OI001195,O001467,P00071,1,197.28,197.28
OI001196,O000361,P00024,2,98.78,197.56
OI001197,O001464,P00069,3,266.07,798.21
OI001198,O000533,P00009,2,203.2,406.4
OI001199,O001835,P00086,2,269.71,539.42
OI001200,O001682,P00044,4,336.92,1347.68
OI001201,O001688,P00071,2,265.78,531.56
OI001202,O001275,P00096,1,262.39,262.39
OI001203,O000518,P00030,2,127.84,255.68
OI001204,O001970,P00066,1,277.69,277.69
OI001205,O000107,P00030,2,133.13,266.26
OI001206,O000176,P00085,3,353.47,1060.41
OI001207,O001085,P00018,5,367.11,1835.55
OI001208,O001893,P00054,4,344.84,1379.36
OI001209,O001926,P00009,4,347.97,1391.88
OI001210,O001634,P00023,1,123.63,123.63
OI001211,O001578,P00074,5,400.93,2004.65
OI001212,O001242,P00091,4,428.46,1713.84
OI001213,O001225,P00008,2,162.72,325.44
OI001214,O000984,P00025,4,427.22,1708.88
OI001215,O000578,P00011,2,346.56,693.12
OI001216,O001562,P00021,1,366.13,366.13
OI001217,O000086,P00033,1,75.48,75.48
OI001218,O001296,P00040,2,256.32,512.64
OI001219,O001949,P00096,5,381.2,1906.0
OI001220,O000671,P00060,5,498.64,2493.2
OI001221,O001212,P00041,1,162.71,162.71
OI001222,O001517,P00032,5,320.49,1602.45
OI001223,O000001,P00006,1,490.2,490.2
OI001224,O000659,P00071,4,349.73,1398.92
OI001225,O000830,P00044,3,320.25,960.75
OI001226,O000323,P00090,5,365.64,1828.2
OI001227,O000868,P00088,1,97.32,97.32
OI001228,O001457,P00091,1,13.58,13.58
OI001229,O001965,P00082,2,432.88,865.76
OI001230,O001465,P00050,1,154.11,154.11
OI001231,O000071,P00099,4,202.45,809.8
OI001232,O000013,P00096,3,142.74,428.22
OI001233,O000342,P00096,4,268.7,1074.8
OI001234,O001365,P00025,3,366.87,1100.61
OI001235,O000470,P00014,3,374.06,1122.18
OI001236,O001865,P00031,3,347.6,1042.8
OI001237,O001325,P00041,3,410.17,1230.51
OI001238,O000799,P00062,1,382.14,382.14
OI001239,O000319,P00026,4,20.16,80.64
OI001240,O001844,P00047,1,148.83,148.83
OI001241,O001594,P00032,1,389.73,389.73
OI001242,O000513,P00029,1,67.9,67.9
OI001243,O001164,P00076,5,441.19,2205.95
OI001244,O000467,P00044,1,364.76,364.76
OI001245,O001968,P00062,5,157.86,789.3
OI001246,O000163,P00029,5,403.08,2015.4
OI001247,O000789,P00034,1,118.21,118.21
OI001248,O000152,P00037,3,389.53,1168.59
OI001249,O000841,P00100,5,104.78,523.9
OI001250,O001435,P00040,5,476.59,2382.95
OI001251,O001339,P00044,1,467.88,467.88
OI001252,O000796,P00013,2,420.06,840.12
OI001253,O001452,P00038,2,341.24,682.48
OI001254,O000517,P00069,1,294.67,294.67
OI001255,O001331,P00023,4,94.69,378.76
OI001256,O001836,P00083,5,70.29,351.45
OI001257,O000179,P00028,4,318.15,1272.6
OI001258,O000991,P00044,4,84.63,338.52
OI001259,O001298,P00005,2,171.21,342.42
OI001260,O001966,P00052,5,375.81,1879.05
OI001261,O001502,P00008,3,363.92,1091.76
OI001262,O001643,P00087,1,310.61,310.61
OI001263,O001137,P00056,1,318.13,318.13
OI001264,O001414,P00054,2,388.93,777.86
OI001265,O000490,P00070,5,398.16,1990.8
OI001266,O001831,P00019,1,199.17,199.17
OI001267,O001868,P00014,4,297.76,1191.04
OI001268,O000331,P00018,3,156.04,468.12
OI001269,O001805,P00069,5,401.45,2007.25
OI001270,O001480,P00077,5,150.2,751.0
OI001271,O001072,P00080,5,348.54,1742.7
OI001272,O000781,P00089,5,246.99,1234.95
OI001273,O001509,P00095,1,355.58,355.58
OI001274,O001730,P00040,3,128.43,385.29
OI001275,O001797,P00036,4,426.48,1705.92
OI001276,O000394,P00077,4,320.06,1280.24
OI001277,O000470,P00027,3,174.54,523.62
OI001278,O000421,P00083,3,277.55,832.65
OI001279,O001270,P00055,2,359.45,718.9
OI001280,O000161,P00063,3,100.54,301.62
OI001281,O001048,P00057,5,293.87,1469.35
OI001282,O001877,P00022,4,148.1,592.4
OI001283,O001440,P00036,3,275.19,825.57
OI001284,O000748,P00008,3,301.39,904.17
OI001285,O001353,P00013,1,31.02,31.02
OI001286,O000091,P00053,3,360.95,1082.85
OI001287,O000273,P00073,4,445.92,1783.68
OI001288,O000884,P00009,2,444.9,889.8
OI001289,O001332,P00058,2,369.75,739.5
OI001290,O000965,P00089,1,340.57,340.57
OI001291,O000901,P00032,2,20.28,40.56
OI001292,O001789,P00061,5,468.76,2343.8
OI001293,O000759,P00058,5,193.4,967.0
OI001294,O001358,P00025,3,249.4,748.2
OI001295,O001497,P00045,2,93.62,187.24
OI001296,O001972,P00051,1,266.96,266.96
OI001297,O001495,P00075,5,143.29,716.45
OI001298,O000678,P00042,3,344.91,1034.73
OI001299,O001703,P00024,2,50.24,100.48
OI001300,O001176,P00071,4,225.73,902.92
OI001301,O001801,P00063,5,406.03,2030.15
OI001302,O001236,P00001,5,434.31,2171.55
OI001303,O001668,P00079,5,29.1,145.5
OI001304,O001228,P00016,3,342.32,1026.96
OI001305,O001331,P00032,2,210.07,420.14
OI001306,O000138,P00097,3,96.09,288.27
OI001307,O001179,P00005,4,64.6,258.4
OI001308,O000745,P00016,5,151.53,757.65
OI001309,O001250,P00001,4,338.96,1355.84
OI001310,O000376,P00052,2,450.68,901.36
OI001311,O000284,P00031,5,194.85,974.25
OI001312,O000877,P00042,4,100.82,403.28
OI001313,O001452,P00048,4,124.97,499.88
OI001314,O000125,P00008,3,483.33,1449.99
OI001315,O000162,P00022,2,308.42,616.84
OI001316,O001806,P00050,3,443.79,1331.37
OI001317,O001456,P00026,2,301.2,602.4
OI001318,O001427,P00031,4,470.59,1882.36
OI001319,O000583,P00054,4,422.99,1691.96
OI001320,O000754,P00024,5,300.71,1503.55
OI001321,O001972,P00037,3,35.47,106.41
OI001322,O000211,P00088,2,389.49,778.98
OI001323,O001894,P00008,4,45.56,182.24
OI001324,O000984,P00072,2,348.56,697.12
OI001325,O001458,P00057,1,301.01,301.01
OI001326,O000224,P00094,3,81.23,243.69
OI001327,O001617,P00093,1,37.37,37.37
OI001328,O000019,P00022,3,71.79,215.37
OI001329,O000363,P00048,5,156.9,784.5
OI001330,O001272,P00016,3,76.73,230.19
OI001331,O000149,P00023,2,357.71,715.42
OI001332,O001412,P00068,5,236.87,1184.35
OI001333,O000711,P00029,5,202.03,1010.15
OI001334,O001552,P00025,3,400.98,1202.94
OI001335,O000692,P00023,1,197.72,197.72
OI001336,O001318,P00084,3,184.22,552.66
OI001337,O001675,P00072,3,32.98,98.94
OI001338,O001856,P00041,5,297.92,1489.6
OI001339,O000319,P00005,1,98.92,98.92
OI001340,O000017,P00058,2,64.81,129.62
OI001341,O000144,P00082,4,231.04,924.16
OI001342,O001976,P00088,3,108.98,326.94
OI001343,O001823,P00014,4,477.38,1909.52
OI001344,O001082,P00039,3,64.87,194.61
OI001345,O000125,P00049,3,153.71,461.13
OI001346,O001539,P00098,3,265.29,795.87
OI001347,O000394,P00053,2,107.86,215.72
OI001348,O001865,P00036,5,299.72,1498.6
OI001349,O001802,P00098,4,411.69,1646.76
OI001350,O000835,P00027,1,499.62,499.62
OI001351,O000349,P00068,1,201.67,201.67
OI001352,O000870,P00091,4,158.49,633.96
OI001353,O000386,P00060,2,398.13,796.26
OI001354,O000467,P00037,4,356.28,1425.12
OI001355,O001006,P00047,2,73.65,147.3
OI001356,O001369,P00050,4,325.32,1301.28
OI001357,O001133,P00038,3,201.08,603.24
OI001358,O000761,P00055,1,452.6,452.6
OI001359,O000365,P00028,2,271.59,543.18
OI001360,O000429,P00018,4,168.85,675.4
OI001361,O001472,P00070,5,370.16,1850.8
OI001362,O000719,P00049,4,284.58,1138.32
OI001363,O001793,P00043,5,412.95,2064.75
OI001364,O001799,P00042,1,60.72,60.72
OI001365,O000411,P00007,2,270.63,541.26
OI001366,O000200,P00072,2,443.72,887.44
OI001367,O001352,P00008,2,413.91,827.82
OI001368,O001936,P00053,4,329.06,1316.24
OI001369,O000233,P00033,1,155.51,155.51
OI001370,O001425,P00086,1,181.98,181.98
OI001371,O000040,P00043,4,204.42,817.68
OI001372,O001985,P00077,4,300.73,1202.92
OI001373,O000154,P00058,3,58.33,174.99
OI001374,O001763,P00010,4,314.24,1256.96
OI001375,O000110,P00086,4,338.7,1354.8
OI001376,O001002,P00070,2,231.51,463.02
OI001377,O001048,P00007,5,170.38,851.9
OI001378,O001277,P00091,2,158.19,316.38
OI001379,O001272,P00019,4,203.72,814.88
OI001380,O000034,P00085,1,454.88,454.88
OI001381,O001821,P00047,4,253.83,1015.32
OI001382,O000244,P00089,3,304.33,912.99
OI001383,O001824,P00014,1,184.24,184.24
OI001384,O000620,P00074,2,337.85,675.7
OI001385,O001285,P00008,3,309.54,928.62
OI001386,O001502,P00020,3,58.46,175.38
OI001387,O000264,P00037,1,121.71,121.71
OI001388,O000348,P00068,4,161.13,644.52
OI001389,O000267,P00035,2,182.23,364.46
OI001390,O000428,P00037,1,100.86,100.86
OI001391,O000550,P00057,2,181.5,363.0
OI001392,O000527,P00072,3,481.15,1443.45
OI001393,O000279,P00069,2,426.82,853.64
OI001394,O000578,P00090,3,96.21,288.63
OI001395,O000743,P00049,4,21.08,84.32
OI001396,O000063,P00092,1,354.8,354.8
OI001397,O001809,P00005,1,337.22,337.22
OI001398,O001923,P00038,2,127.01,254.02
OI001399,O001142,P00077,5,116.07,580.35
OI001400,O001963,P00016,2,263.68,527.36
OI001401,O001721,P00041,5,89.78,448.9
OI001402,O001444,P00084,2,219.1,438.2
OI001403,O001344,P00091,1,397.62,397.62
OI001404,O001681,P00029,1,174.88,174.88
OI001405,O000880,P00033,2,185.16,370.32
OI001406,O001819,P00008,3,61.41,184.23
OI001407,O001103,P00010,4,119.28,477.12
OI001408,O001527,P00017,5,83.65,418.25
OI001409,O000414,P00091,5,193.91,969.55
OI001410,O001629,P00089,3,71.75,215.25
OI001411,O000799,P00012,5,267.69,1338.45
OI001412,O001843,P00047,4,378.9,1515.6
OI001413,O000178,P00040,4,18.15,72.6
OI001414,O001266,P00022,3,295.01,885.03
OI001415,O001000,P00012,5,473.7,2368.5
OI001416,O001419,P00029,5,253.58,1267.9
OI001417,O001357,P00049,4,113.6,454.4
OI001418,O001360,P00033,5,480.11,2400.55
OI001419,O001569,P00008,3,157.17,471.51
OI001420,O001539,P00091,4,274.68,1098.72
OI001421,O000676,P00058,1,10.11,10.11
OI001422,O001841,P00014,5,231.79,1158.95
OI001423,O000968,P00045,2,434.75,869.5
OI001424,O001724,P00058,1,445.11,445.11
OI001425,O001450,P00020,3,401.69,1205.07
OI001426,O000976,P00036,5,438.91,2194.55
OI001427,O000482,P00031,2,461.29,922.58
OI001428,O000573,P00095,5,102.77,513.85
OI001429,O000454,P00048,4,233.56,934.24
OI001430,O001037,P00045,2,102.38,204.76
OI001431,O001148,P00088,3,365.05,1095.15
OI001432,O000923,P00032,1,203.38,203.38
OI001433,O001086,P00003,1,284.09,284.09
OI001434,O000119,P00049,5,214.52,1072.6
OI001435,O000425,P00097,2,347.6,695.2
OI001436,O001954,P00012,2,189.82,379.64
OI001437,O001149,P00031,2,377.78,755.56
OI001438,O001259,P00062,5,168.51,842.55
OI001439,O000587,P00007,5,24.42,122.1
OI001440,O000530,P00032,1,456.02,456.02
OI001441,O001502,P00060,2,328.4,656.8
OI001442,O001219,P00011,4,392.5,1570.0
OI001443,O000701,P00072,2,210.03,420.06
OI001444,O001062,P00027,1,451.87,451.87
OI001445,O000291,P00088,3,430.77,1292.31
OI001446,O001359,P00046,5,172.34,861.7
OI001447,O000029,P00010,5,64.73,323.65
OI001448,O000487,P00013,2,164.77,329.54
OI001449,O001108,P00046,3,165.79,497.37
OI001450,O001466,P00061,1,189.93,189.93
OI001451,O001633,P00026,1,55.53,55.53
OI001452,O001475,P00056,4,147.91,591.64
OI001453,O001882,P00012,4,401.59,1606.36
OI001454,O001600,P00050,3,168.82,506.46
OI001455,O000985,P00015,4,336.09,1344.36
OI001456,O000406,P00017,1,61.86,61.86
OI001457,O001475,P00057,4,467.17,1868.68
OI001458,O000535,P00043,5,442.12,2210.6
OI001459,O000433,P00044,4,194.62,778.48
OI001460,O000232,P00003,3,327.8,983.4
OI001461,O000621,P00092,1,141.65,141.65
OI001462,O000441,P00082,5,41.73,208.65
OI001463,O001120,P00028,2,365.94,731.88
OI001464,O000750,P00074,5,381.91,1909.55
OI001465,O000224,P00085,2,130.9,261.8
OI001466,O000693,P00069,5,437.41,2187.05
OI001467,O000781,P00063,4,289.12,1156.48
OI001468,O000519,P00068,5,116.6,583.0
OI001469,O000397,P00028,1,49.06,49.06
OI001470,O001434,P00041,5,278.31,1391.55
OI001471,O000768,P00057,4,261.39,1045.56
OI001472,O001192,P00013,3,31.09,93.27
OI001473,O000548,P00078,1,419.47,419.47
OI001474,O001096,P00013,4,441.53,1766.12
OI001475,O000282,P00054,2,148.15,296.3
OI001476,O001293,P00004,3,477.37,1432.11
OI001477,O000812,P00065,1,35.5,35.5
OI001478,O000260,P00053,4,247.61,990.44
OI001479,O001291,P00010,5,490.37,2451.85
OI001480,O001252,P00019,1,242.68,242.68
OI001481,O001973,P00026,5,169.24,846.2
OI001482,O001223,P00096,2,265.61,531.22
OI001483,O001332,P00060,2,201.15,402.3
OI001484,O000357,P00022,1,429.79,429.79
OI001485,O001216,P00060,3,217.01,651.03
OI001486,O001517,P00070,5,169.83,849.15
OI001487,O000569,P00073,5,441.88,2209.4
OI001488,O000751,P00005,4,358.44,1433.76
OI001489,O001278,P00037,5,352.57,1762.85
OI001490,O000559,P00007,1,266.9,266.9
OI001491,O001999,P00076,5,312.5,1562.5
OI001492,O001273,P00069,5,148.54,742.7
OI001493,O000840,P00015,2,56.15,112.3
OI001494,O000723,P00063,4,30.53,122.12
OI001495,O000302,P00061,2,455.53,911.06
OI001496,O001165,P00046,5,177.6,888.0
OI001497,O000744,P00053,3,140.16,420.48
OI001498,O000653,P00088,5,81.5,407.5
OI001499,O000560,P00029,5,323.08,1615.4
OI001500,O000894,P00095,3,158.07,474.21
OI001501,O000003,P00073,2,316.79,633.58
OI001502,O000888,P00036,3,239.9,719.7
OI001503,O000245,P00064,3,424.07,1272.21
OI001504,O000043,P00004,4,337.57,1350.28
OI001505,O001861,P00073,4,174.01,696.04
OI001506,O001376,P00048,5,74.95,374.75
OI001507,O000899,P00059,5,406.25,2031.25
OI001508,O001054,P00081,2,99.47,198.94
OI001509,O001943,P00051,4,270.66,1082.64
OI001510,O000647,P00029,5,109.88,549.4
OI001511,O000885,P00056,1,375.41,375.41
OI001512,O000081,P00062,2,492.06,984.12
OI001513,O000666,P00042,3,37.51,112.53
OI001514,O000489,P00010,2,24.12,48.24
OI001515,O000937,P00029,1,426.96,426.96
OI001516,O000571,P00042,2,320.88,641.76
OI001517,O001777,P00074,5,289.82,1449.1
OI001518,O000406,P00095,3,289.29,867.87
OI001519,O001499,P00073,2,344.56,689.12
OI001520,O001896,P00063,2,156.44,312.88
OI001521,O000121,P00031,2,170.51,341.02
OI001522,O000711,P00013,4,188.48,753.92
OI001523,O001312,P00061,4,176.28,705.12
OI001524,O001307,P00033,3,147.02,441.06
OI001525,O000145,P00011,5,302.18,1510.9
OI001526,O001183,P00004,4,83.05,332.2
OI001527,O000787,P00036,4,144.18,576.72
OI001528,O000170,P00072,5,400.86,2004.3
OI001529,O000084,P00065,5,290.84,1454.2
OI001530,O001995,P00076,4,386.34,1545.36
OI001531,O001864,P00100,4,386.95,1547.8
OI001532,O000481,P00049,3,24.78,74.34
OI001533,O001972,P00033,4,478.32,1913.28
OI001534,O000911,P00050,3,256.02,768.06
OI001535,O000900,P00018,5,456.04,2280.2
OI001536,O000667,P00080,5,141.05,705.25
OI001537,O001783,P00072,4,158.7,634.8
OI001538,O000098,P00039,4,99.45,397.8
OI001539,O001604,P00086,1,393.84,393.84
OI001540,O000196,P00039,1,138.26,138.26
OI001541,O000916,P00073,3,342.11,1026.33
OI001542,O000172,P00084,2,353.42,706.84
OI001543,O001544,P00080,5,450.44,2252.2
OI001544,O000194,P00077,5,231.62,1158.1
OI001545,O000127,P00031,5,79.11,395.55
OI001546,O001032,P00016,5,394.91,1974.55
OI001547,O001797,P00050,4,338.73,1354.92
OI001548,O000699,P00020,4,236.38,945.52
OI001549,O000773,P00040,5,297.01,1485.05
OI001550,O001223,P00059,2,376.31,752.62
OI001551,O000085,P00004,5,97.8,489.0
OI001552,O001662,P00093,5,65.14,325.7
OI001553,O000218,P00008,5,415.76,2078.8
OI001554,O000287,P00087,1,427.05,427.05
OI001555,O001942,P00018,5,445.51,2227.55
OI001556,O001716,P00080,2,128.51,257.02
OI001557,O000142,P00017,4,234.35,937.4
OI001558,O000528,P00047,3,322.61,967.83
OI001559,O000547,P00030,1,123.73,123.73
OI001560,O000988,P00092,3,34.36,103.08
OI001561,O001977,P00011,3,137.2,411.6
OI001562,O001264,P00084,2,290.49,580.98
OI001563,O000620,P00021,3,52.84,158.52
OI001564,O001165,P00047,4,369.58,1478.32
OI001565,O000109,P00087,1,383.11,383.11
OI001566,O001807,P00093,3,48.13,144.39
OI001567,O000508,P00039,1,57.81,57.81
OI001568,O001464,P00068,5,436.66,2183.3
OI001569,O001664,P00062,4,391.75,1567.0
OI001570,O000137,P00030,2,121.32,242.64
OI001571,O000921,P00055,3,460.43,1381.29
OI001572,O000530,P00048,4,495.59,1982.36
OI001573,O001316,P00081,5,137.85,689.25
OI001574,O000932,P00080,3,300.05,900.15
OI001575,O001964,P00006,4,288.39,1153.56
OI001576,O000658,P00017,3,308.92,926.76
OI001577,O001195,P00040,4,367.39,1469.56
OI001578,O000631,P00093,2,85.64,171.28
OI001579,O001630,P00066,3,356.57,1069.71
OI001580,O001304,P00094,2,80.69,161.38
OI001581,O001323,P00026,2,185.68,371.36
OI001582,O000771,P00019,3,68.35,205.05
OI001583,O001941,P00068,1,251.39,251.39
OI001584,O000717,P00005,1,455.85,455.85
OI001585,O001124,P00054,5,444.81,2224.05
OI001586,O000286,P00093,5,365.19,1825.95
OI001587,O001351,P00085,5,113.9,569.5
OI001588,O000018,P00081,1,196.17,196.17
OI001589,O000359,P00078,1,136.88,136.88
OI001590,O001604,P00014,4,135.43,541.72
OI001591,O000268,P00038,1,361.01,361.01
OI001592,O000355,P00029,2,247.42,494.84
OI001593,O000125,P00024,5,426.43,2132.15
OI001594,O001506,P00019,1,191.28,191.28
OI001595,O000524,P00050,2,370.42,740.84
OI001596,O000667,P00021,4,166.67,666.68
OI001597,O001654,P00002,4,13.58,54.32
OI001598,O000922,P00033,5,385.95,1929.75
OI001599,O000017,P00081,1,481.0,481.0
OI001600,O000938,P00082,5,139.82,699.1
OI001601,O001879,P00090,3,169.55,508.65
OI001602,O000736,P00035,1,124.54,124.54
OI001603,O000199,P00007,4,393.27,1573.08
OI001604,O001225,P00011,4,149.93,599.72
OI001605,O000708,P00026,1,332.92,332.92
OI001606,O000539,P00079,2,24.43,48.86
OI001607,O001903,P00043,1,36.86,36.86
OI001608,O000750,P00050,4,174.39,697.56
OI001609,O001662,P00091,3,350.67,1052.01
OI001610,O001010,P00029,5,116.05,580.25
OI001611,O001826,P00011,1,291.73,291.73
OI001612,O001029,P00060,1,389.67,389.67
OI001613,O000678,P00085,4,25.73,102.92
OI001614,O001831,P00084,2,166.83,333.66
OI001615,O000067,P00052,1,373.58,373.58
OI001616,O001199,P00043,2,148.49,296.98
OI001617,O001199,P00012,1,200.97,200.97
OI001618,O001541,P00009,3,220.51,661.53
OI001619,O001771,P00056,4,284.19,1136.76
OI001620,O000638,P00078,2,339.05,678.1
OI001621,O001378,P00015,2,485.9,971.8
OI001622,O000613,P00084,4,296.08,1184.32
OI001623,O000998,P00030,3,63.55,190.65
OI001624,O001494,P00015,5,274.82,1374.1
OI001625,O000844,P00030,5,439.46,2197.3
OI001626,O001097,P00074,4,89.27,357.08
OI001627,O000966,P00096,2,363.86,727.72
OI001628,O000487,P00004,5,152.12,760.6
OI001629,O001090,P00016,2,338.51,677.02
OI001630,O001759,P00024,4,259.4,1037.6
OI001631,O000776,P00089,2,268.3,536.6
OI001632,O001505,P00076,5,324.27,1621.35
OI001633,O001063,P00028,2,58.18,116.36
OI001634,O000860,P00031,3,149.24,447.72
OI001635,O001633,P00012,4,298.87,1195.48
OI001636,O001684,P00031,5,441.95,2209.75
OI001637,O001290,P00055,5,363.07,1815.35
OI001638,O001900,P00061,3,158.19,474.57
OI001639,O000558,P00024,1,339.74,339.74
OI001640,O000002,P00097,3,135.8,407.4
OI001641,O000826,P00049,3,336.72,1010.16
OI001642,O001196,P00079,1,242.32,242.32
OI001643,O000500,P00088,3,244.32,732.96
OI001644,O001032,P00096,5,195.59,977.95
OI001645,O001956,P00070,4,459.76,1839.04
OI001646,O000878,P00093,1,170.85,170.85
OI001647,O001594,P00062,5,154.25,771.25
OI001648,O001312,P00082,5,73.99,369.95
OI001649,O001416,P00030,2,385.12,770.24
OI001650,O001595,P00080,5,283.07,1415.35
OI001651,O000523,P00061,2,55.41,110.82
OI001652,O000489,P00084,4,385.54,1542.16
OI001653,O001837,P00095,1,127.78,127.78
OI001654,O001357,P00031,4,267.43,1069.72
OI001655,O000193,P00082,4,39.79,159.16
OI001656,O000382,P00077,3,308.36,925.08
OI001657,O001021,P00031,4,80.75,323.0
OI001658,O000880,P00085,1,360.36,360.36
OI001659,O001763,P00021,5,433.71,2168.55
OI001660,O000101,P00008,3,311.51,934.53
OI001661,O000052,P00022,1,408.46,408.46
OI001662,O000911,P00021,3,309.38,928.14
OI001663,O000772,P00020,3,16.08,48.24
OI001664,O000563,P00073,5,370.29,1851.45
OI001665,O001779,P00072,4,420.87,1683.48
OI001666,O001818,P00093,4,18.76,75.04
OI001667,O001885,P00065,3,190.36,571.08
OI001668,O001928,P00005,1,246.48,246.48
OI001669,O001046,P00027,1,169.59,169.59
OI001670,O001786,P00060,4,237.03,948.12
OI001671,O001461,P00046,3,394.95,1184.85
OI001672,O000558,P00059,4,409.72,1638.88
OI001673,O001680,P00053,1,369.45,369.45
OI001674,O001091,P00053,2,375.14,750.28
OI001675,O000940,P00074,1,384.57,384.57
OI001676,O000307,P00095,3,411.32,1233.96
OI001677,O000127,P00068,2,107.15,214.3
OI001678,O000444,P00040,1,271.95,271.95
OI001679,O001702,P00032,1,11.05,11.05
OI001680,O000391,P00071,1,25.97,25.97
OI001681,O000545,P00096,1,22.84,22.84
OI001682,O001977,P00031,5,391.92,1959.6
OI001683,O001320,P00023,4,491.38,1965.52
OI001684,O000195,P00036,5,91.41,457.05
OI001685,O000387,P00059,3,33.93,101.79
OI001686,O001669,P00057,2,350.59,701.18
OI001687,O000220,P00021,5,151.19,755.95
OI001688,O001831,P00072,1,223.58,223.58
OI001689,O000156,P00056,1,248.61,248.61
OI001690,O001810,P00098,3,140.16,420.48
OI001691,O000864,P00012,2,52.48,104.96
OI001692,O001444,P00017,5,94.99,474.95
OI001693,O001369,P00010,4,400.69,1602.76
OI001694,O000772,P00077,1,398.98,398.98
OI001695,O000551,P00038,2,95.39,190.78
OI001696,O000296,P00044,1,142.05,142.05
OI001697,O000897,P00056,1,384.57,384.57
OI001698,O001766,P00099,5,268.5,1342.5
OI001699,O001655,P00088,3,329.07,987.21
OI001700,O001069,P00091,4,133.04,532.16
OI001701,O001955,P00038,4,429.26,1717.04
OI001702,O000808,P00082,5,99.3,496.5
OI001703,O000500,P00093,4,374.28,1497.12
OI001704,O000682,P00072,4,141.99,567.96
OI001705,O000266,P00064,3,92.53,277.59
OI001706,O000094,P00048,3,425.86,1277.58
OI001707,O001440,P00027,2,271.31,542.62
OI001708,O000497,P00042,5,487.72,2438.6
OI001709,O001167,P00068,5,23.37,116.85
OI001710,O001131,P00021,2,464.24,928.48
OI001711,O000727,P00039,4,315.07,1260.28
OI001712,O001031,P00027,1,209.63,209.63
OI001713,O001913,P00084,2,20.33,40.66
OI001714,O000439,P00093,4,391.37,1565.48
OI001715,O001237,P00076,5,138.08,690.4
OI001716,O001114,P00052,5,91.85,459.25
OI001717,O001220,P00061,2,424.16,848.32
OI001718,O000564,P00001,3,153.9,461.7
OI001719,O000533,P00045,5,284.78,1423.9
OI001720,O000458,P00094,5,186.94,934.7
OI001721,O001624,P00064,1,180.9,180.9
OI001722,O000407,P00088,4,118.67,474.68
OI001723,O000602,P00074,1,383.68,383.68
OI001724,O001945,P00080,4,422.67,1690.68
OI001725,O001755,P00016,2,88.17,176.34
OI001726,O001473,P00036,5,392.86,1964.3
OI001727,O000484,P00014,2,168.99,337.98
OI001728,O001791,P00017,5,327.11,1635.55
OI001729,O000465,P00064,2,231.0,462.0
OI001730,O001932,P00026,2,412.84,825.68
OI001731,O000804,P00038,2,495.22,990.44
OI001732,O000308,P00098,1,30.54,30.54
OI001733,O000262,P00052,2,341.76,683.52
OI001734,O000005,P00011,5,289.51,1447.55
OI001735,O000881,P00017,1,332.2,332.2
OI001736,O000986,P00092,5,407.48,2037.4
OI001737,O001330,P00033,4,383.45,1533.8
OI001738,O000947,P00033,1,209.09,209.09
OI001739,O000031,P00083,4,150.46,601.84
OI001740,O001348,P00009,1,23.95,23.95
OI001741,O001929,P00091,2,124.62,249.24
OI001742,O001583,P00074,4,99.65,398.6
OI001743,O000390,P00095,3,187.14,561.42
OI001744,O000211,P00027,1,135.31,135.31
OI001745,O001989,P00007,4,372.61,1490.44
OI001746,O001538,P00049,5,440.87,2204.35
OI001747,O000032,P00052,5,242.79,1213.95
OI001748,O001931,P00075,1,146.38,146.38
OI001749,O001588,P00008,3,63.1,189.3
OI001750,O000524,P00087,4,310.23,1240.92
OI001751,O000343,P00004,2,488.35,976.7
OI001752,O000101,P00063,5,397.5,1987.5
OI001753,O001743,P00082,5,334.62,1673.1
OI001754,O000739,P00024,1,16.11,16.11
OI001755,O000034,P00038,2,294.66,589.32
OI001756,O001709,P00049,3,108.81,326.43
OI001757,O000365,P00060,5,78.99,394.95
OI001758,O000225,P00027,4,414.61,1658.44
OI001759,O000440,P00002,5,380.26,1901.3
OI001760,O001045,P00057,3,348.11,1044.33
OI001761,O000586,P00005,4,365.58,1462.32
OI001762,O001502,P00001,3,328.58,985.74
OI001763,O001592,P00099,5,460.02,2300.1
OI001764,O000146,P00093,1,401.59,401.59
OI001765,O000410,P00071,4,293.63,1174.52
OI001766,O001072,P00064,2,360.34,720.68
OI001767,O001863,P00070,2,93.61,187.22
OI001768,O000058,P00066,4,360.1,1440.4
OI001769,O000451,P00086,4,167.5,670.0
OI001770,O001077,P00083,3,263.15,789.45
